,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
11283,P083789,South Asia,Republic of India,Dropped,Concept Review,Rural Electricity Access,"DON'T PUB DROPPRED  Project will support initiatives to increase sustainable access to electricity services in rural areas of India.  This is likely to include a blend of advisory support, technical assistance and capacity building as well as targeted investment lending in the improvement and expansion of electricity infrastructure.  New service delivery arrangements will be promoted and institutional, regulatory and financial reforms will be supported by the project.",,,http://projects.worldbank.org/P083789/rural-electricity-access?lang=en,,,,65000000,0,50000000,50000000,,,Specific Investment Loan,B,,Power,,,Rural services and infrastructure,
11284,P083782,South Asia,Republic of India,Dropped,Concept Review,Railway Capacity and Safety Enhancement Project,"The project will support the enhancement of safety and track capacity on one of Indian Railways main commercial routes through track circuiting, improved signalling and mobile communications.  In addition a comprehensive safety system assessment will be made and improved level crossing safety measures will be piloted.  This project is planned as part of a program to support Indian Railways reform agenda, already agreed with the ADB, to introduce modern cost accounting systems, and develop the railways on a commercial basis.  Support will be linked with the implementation of that agenda",,,http://projects.worldbank.org/P083782/railway-capacity-safety-enhancement-project?lang=en,,,,250000000,200000000,0,200000000,,,Specific Investment Loan,B,,Railways,,,Infrastructure services for private sector development,
11286,P083780,South Asia,Republic of India,Closed,Bank Approved,Third Tamil Nadu Urban Development Project (TNUDP III),"The objective of the project is to improve the delivery of urban services through enhancing the quality of urban infrastructure and strengthening the institutional and financial framework. The proposed repeater project would build on and consolidate the achievements of TNUDP II, continuing to improve urban infrastructure services in Tamil Nadu in a sustainable manner. The two main objectives are: 
 
 to strengthen and deepen the empowerment of ULBs by continuing the decentralization process through delegation of powers from state level bodies to ULBs; and through continuing and expanding the capacity building programs started under TNUDP II; and 
 to mobilize resources on a sustainable basis for urban infrastructure investments through: 
 - mobilizing private financing for ULB infrastructure investments by linking ULBs to the financial markets through the intermediation of the Tamil Nadu Urban Development Fund (TNUDF); 
 - providing incentives for investments in low income neighborhoods through the use of supporting capital grants.",,,http://projects.worldbank.org/P083780/third-tamil-nadu-urban-development-project-tnudp-iii?lang=en,2005-07-05T00:00:00Z,2014-03-31,Other,435000000,300000000,0,300000000,,,Specific Investment Loan,F,,Rural and Inter-Urban Roads,"Other Water Supply, Sanitation and Waste Management",Sub-National Government,Urban services and housing for the poor,Municipal finance
11344,P083187,South Asia,Republic of India,Closed,Bank Approved,IN Uttarakhand Water Supply and Sanitation Project,To improve the effectiveness of Rural Water Supply and Sanitation (RWSS) services through decentralization and increased role of Pan chayati Raj Institutions and local communities in the state of Uttarakhand and restore services of damaged schemes in disaster affec ted areas.,Department of Drinking Water,,http://projects.worldbank.org/P083187/uttaranchal-rural-water-supply-sanitation-project?lang=en,2006-09-05T00:00:00Z,2015-12-31,Other,224000000,0,120000000,120000000,,"DEA, Ministry of Finance, Goverment of India",Specific Investment Loan,B,,Water Supply,Sub-National Government,"Other Water Supply, Sanitation and Waste Management",Other human development,Rural services and infrastructure
11437,P082510,South Asia,Republic of India,Closed,Bank Approved,Karnataka Urban Water Sector Improvement Project,"The objectives of the project are to; (i) launch Government of Karnataka's urban water sector reform process based on the ""Urban Drinking Water and Sanitation Policy Statement of GOK"", and (ii) improve urban water supply services in the participating urban local bodies (Hubli-Dharwad, Belgaum, and Gulbarga) and demonstrate that sustainable, efficient, and commercially-oriented service provision can be achieved.",,,http://projects.worldbank.org/P082510/karnataka-urban-water-sector-improvement-project?lang=en,2004-04-08T00:00:00Z,2011-03-31,Other,51530000,39500000,0,39500000,,,Specific Investment Loan,B,,Water Supply,Sub-National Government,,Administrative and civil service reform,Decentralization
11492,P081991,South Asia,Republic of India,Closed,Bank Approved,India Immunization Strengthening Project  - Supplement,The project objectives are to assist the Family Welfare Program of the Government of India to:  1.  Eradicate poliomyelitis; and 2.  Reduce vaccine-preventable diseases by addressing critical gaps in the ongoing routine immunization program.,,,http://projects.worldbank.org/P081991/india-immunization-strengthening-project-supplement?lang=en,2003-12-16T00:00:00Z,,IDA,83410000,0,83410000,83410000,,,Specific Investment Loan,C,,Health,,,Child health,
11503,P081882,South Asia,Republic of India,Closed,Bank Approved,Orissa Socio-Economic Development Loan/Credit,,,,http://projects.worldbank.org/P081882/orissa-socio-economic-development-loancredit?lang=en,2004-11-02T00:00:00Z,2005-07-31,IDA,125000000,85000000,40000000,125000000,,,Structural Adjustment Loan,U,,Sub-National Government,"Other Agriculture, Fishing and Forestry","Other Industry, Trade and Services","Poverty strategy, analysis and monitoring","Public expenditure, financial management and procurement"
11521,P081663,South Asia,Republic of India,Dropped,Begin Appraisal,India Technical Assistance for Project Development,"The main task is to prepare the Technical Assistance (TA) Project for Project Development.  By improving access to technical expertise and advisory services the proposed operation is expected to assist reform-minded governments (central, state, and municipal) as well as Public Sector Units and other Agencies (both state and central) to build a multi-sector investment pipeline and advance the preparation work of specific investment operations. The main objectives of the proposed TA for Project Development.are to: - Assist government entities in pursuing sound reform and investment strategies; and - Support comprehensive preparation of investment projects for implementation with Bank financing; Pursuant to the aforesaid objectives, the proposed TA project will support : (a) policy formulation and institutional development (b) detailed project preparation including engineering studies, environmental and social assessments, etc. This is also expected to help improve overall portfolio implementation performance of Bank assisted projects.",,,http://projects.worldbank.org/P081663/india-technical-assistance-project-development?lang=en,,,,63000000,0,50000000,50000000,,,Technical Assistance Loan,C,,Other Education,Power,Health,Other human development,Infrastructure services for private sector development
11555,P081026,South Asia,Republic of India,Closed,Bank Approved,CGAP - Friends of Women's World Banking,,,,http://projects.worldbank.org/P081026/cgap-friends-womens-world-banking?lang=en,2002-11-27T00:00:00Z,,Grants,1000000,0,0,0,,,Technical Assistance Loan,C,,Micro- and SME finance,,,"Micro, Small and Medium Enterprise support",
11602,P079865,South Asia,Republic of India,Closed,Bank Approved,GEF Biosafety Project,,,,http://projects.worldbank.org/P079865/gef-biosafety-project?lang=en,2003-07-23T00:00:00Z,2007-06-30,Other,3070000,0,0,0,,,Specific Investment Loan,C,,"Other Agriculture, Fishing and Forestry",,,Biodiversity,
11610,P079708,South Asia,Republic of India,Closed,Bank Approved,Tamil Nadu Empowerment and Poverty Reduction,The project development objective would be to empower the poor and improve livelihoods through: (a) developing and strengthening pro-poor local institutions/groups (including Village Panchayats); (b) building skills and capacities of the poor; and (c) financing productive demand-driven sub-project investments.,Pudhu Vaazhvu Society,,http://projects.worldbank.org/P079708/tamil-nadu-empowerment-poverty-reduction?lang=en,2005-07-12T00:00:00Z,2017-06-30,Other,159000000,0,120000000,120000000,,Government of Tamil Nadu,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Social Protection,"Agricultural markets, commercialization and agri-business",Rural markets,Participation and civic engagement
11611,P079675,South Asia,Republic of India,Closed,Bank Approved,Karnataka Municipal Reform Project,"The project objective is to help improve the delivery of urban services through enhancing the quality of urban infrastrucuture, and strengthening the institutional and financial frameworks for urban services at the ULB and state levels. Key objectives include: - Strengthen institutional and financial frameworks in urban service delivery at ULB and state. - Improve the qhality of infrastructure and mobilize financial resources in participating ULBs - Improve roads system in Bangalore and the sanitary conditions of the population in eight ULBs surrounding Bangalore city, while ensuring financial viability and sustainability",Karnataka Urban Infrastructure Development and Finance Corporation,,http://projects.worldbank.org/P079675/karnataka-municipal-reform-project?lang=en,2006-03-14T00:00:00Z,2015-03-31,Other,310000000,216000000,0,216000000,,,Specific Investment Loan,A,,"Other Water Supply, Sanitation and Waste Management",Urban Transport,Sub-National Government,Land administration and management,Municipal finance
11676,P078832,South Asia,Republic of India,Closed,Bank Approved,Karnataka Panchayats Strengthening Project,The development objective of the project is to improve the effectiveness of service delivery by Karnataka Gram Panchayats (village governments) particularly with respect to the management of public resources and the delivery of relevant services that the rural people prioritize.,,,http://projects.worldbank.org/P078832/karnataka-panchayats-strengthening-project?lang=en,2006-06-29T00:00:00Z,2014-03-30,Other,133330000,0,120000000,120000000,,,Specific Investment Loan,B,,Sub-National Government,Social Protection,,Participation and civic engagement,Decentralization
11686,P078676,South Asia,Republic of India,Closed,Bank Approved,Reproductive Health I (Supplement),"THIS PROJECT WILL ASSIST GOI TO REDUCE MORTALITY & FERTILITY THROUGH IMPROVED QUALITY, EFFICIENCY & ACCESS TO A DEFINED PACKAGE OF ESSENTIAL REPRODUCTIVE & CHILD HEALTH SERVICES AND A REVISED MONITORING SYSTEM FOCUSSED ON QUALITY AND CLIENT ORIENTATION.  THERE WILL BE NATIONWIDE AND LOCAL CAPACITY ENHANCEMENT.",,,http://projects.worldbank.org/P078676/reproductive-health-supplement?lang=en,2002-09-05T00:00:00Z,,IDA,12000000,0,12000000,12000000,,,Specific Investment Loan,C,,Health,,,Rural services and infrastructure,Population and reproductive health
11699,P078550,South Asia,Republic of India,Closed,Bank Approved,Uttaranchal Decentralized Watershed Development Project,"The project development objective is: to improve the productive potential of natural resources and increase incomes of rural inhabitants in selected watersheds through socially inclusive, institutionally and environmentally sustainable approaches",,,http://projects.worldbank.org/P078550/uttaranchal-decentralized-watershed-development-project?lang=en,2004-05-20T00:00:00Z,2012-03-31,Other,89350000,0,69620000,69620000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Crops,Sub-National Government,Other rural development,Rural policies and institutions
11702,P078539,South Asia,Republic of India,Closed,Bank Approved,India: Second National Tuberculosis Control Project,"(i) to achieve the global targets of 70% case detection and 85% cure rate in 100% of the districts; and (ii) for the zones where DOTS has been under implementation for five or more years, the incidence of smear-positive TB starts to decline.",,,http://projects.worldbank.org/P078539/second-national-tuberculosis-control-project?lang=en,2006-08-22T00:00:00Z,2012-09-30,Other,212500000,0,170000000,170000000,,,Specific Investment Loan,B,,Health,Sub-National Government,Central Government (Central Agencies),Health system performance,HIV/AIDS
11703,P078538,South Asia,Republic of India,Closed,Bank Approved,India:  Third National HIV/AIDS Control Project,"The objective of World Bank support is to contribute to the NACP III goal of halting and reversing the AIDS epidemic by attaining the following project development objectives in accordance with the national program's strategic objectives of: 
 1) achieving behavior change by scaling up prevention of new infections in high risk groups and general population; and 
 2) increased care, support and treatment of PLHIV.",,,http://projects.worldbank.org/P078538/third-national-hivaids-control-project?lang=en,2007-04-26T00:00:00Z,2012-09-30,Other,512000000,0,250000000,250000000,,,Specific Investment Loan,B,,Health,Social Protection,Sub-National Government,Other social protection and risk management,Population and reproductive health
11704,P078536,South Asia,Republic of India,Dropped,Concept Review,Agricultural Higher Education Reforms Project,"For meeting growing national demand for high quality agriculture products and for meeting challenges posed by international competition, the Government of India -Department of Agriculture Research and Education proposes to significantly improve the quality and effectiveness of agriculture education in India and produce young scientists with latest knowledge. It proposes to catalyze major reforms in State Agriculture Universities and central institutions (deemed universities) through performance based funding. The project will also help improve university extension services to assist farmers. The project components would cover support for: Undergraduate Education; post graduate programs and research; strengthening quality assurance mechanism; linkages and networking; teacher training; skill and entrepreneurship development;  training for women empowerment; HRD planning and student placement, and capacity building to help other countries in agriculture education and training.",,,http://projects.worldbank.org/P078536/agricultural-higher-education-reforms-project?lang=en,,,,200000000,80000000,80000000,160000000,,,Specific Investment Loan,B,,Tertiary Education,"Agricultural Extension, Research, and Other Support Activities",,Rural services and infrastructure,Education for the knowledge economy
11727,P078337,South Asia,Republic of India,Dropped,Concept Review,INDIA - Statistical Strengthening Project,DON'T PUB DROPPED  Financing for strengthening and modernization of the central and state statistical systems.,,,http://projects.worldbank.org/P078337/india-statistical-strengthening-project?lang=en,,,,100000000,50000000,0,50000000,,,Specific Investment Loan,C,,Central Government (Central Agencies),,,"Economic statistics, modeling and forecasting",
11746,P078210,South Asia,Republic of India,Dropped,Concept Review,Tamil Nadu Rural Water Supply and Sanitation Project,Increasing Rural Communities Access to improved and sustianble rural water supply and sanitation services,,,http://projects.worldbank.org/P078210/tamil-nadu-rural-water-supply-sanitation-project?lang=en,,,,625000000,0,150000000,150000000,,,Sector Investment and Maintenance Loan,B,,Water Supply,Sanitation,,Rural services and infrastructure,
11766,P077977,South Asia,Republic of India,Closed,Bank Approved,Rural Roads Project,To achieve broader and more sustainable access to markets and social services by the rural population in participating districts.,,,http://projects.worldbank.org/P077977/rural-roads-project?lang=en,2004-09-23T00:00:00Z,2012-03-31,Other,708560000,99500000,300000000,399500000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,Sub-National Government,,Rural services and infrastructure,
11771,P077856,South Asia,Republic of India,Closed,Bank Approved,Lucknow-Muzaffarpur National Highway Project,The project development objective is for road users to benefit from an improved journey between Lucknow and Muzaffarpur.,,,http://projects.worldbank.org/P077856/lucknow-muzaffarpur-national-highway-project?lang=en,2004-12-21T00:00:00Z,2012-06-30,Other,805970000,620000000,0,620000000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,Social Protection,Forestry,Infrastructure services for private sector development,Injuries and non-communicable diseases
11812,P077572,South Asia,Republic of India,Dropped,Concept Review,Chhattisgarh Community Forest Management,This is a fllow-on project based on the MP Forestry Project implemented in Chhattisgarh before the new state was created.  The design of this project will be based on the PCD for the Central India Community Forest Management Project - a two state design that was split into two separate projects following IMT review.,,,http://projects.worldbank.org/P077572/chhattisgarh-community-forest-management?lang=en,,,,65000000,0,50000000,50000000,,,Specific Investment Loan,B,,Forestry,Social Protection,,Other rural development,Other environment and natural resources management
11847,P077192,South Asia,Republic of India,Dropped,Concept Review,Jharkhand Rural Livelihood & Natural Resource Mgmt,"The objective is to reduce rural poverty through improved forest ecosystem
 management with community participation.  The primary objective of this project is to improve the livelihoods of poor forest dependant communities by strengthening their access to and control over natural resources. The expected outcomes include 1) increased capacity of self-initiated community institutions to exercise their rights and responsibilities in forest management and decentralized planning; 2) coordination among service providers (state forest department, tribal institutions/local panchayats, NGOs, other line agencies) improves; 3) stakeholders acquire new roles, skills, and incentives to support, regulate, and monitor participatory forest management; 4) increased opportunities to access and market forest and non-forest products; and 5) expanded forest resources provide increasing returns (usufruct to communities and ecosystem services to society) over time.",,,http://projects.worldbank.org/P077192/jharkhand-rural-livelihood-natural-resource-mgmt?lang=en,,2006-04-15,,60000000,0,40000000,40000000,,,Specific Investment Loan,B,,Forestry,Sub-National Government,"Agricultural markets, commercialization and agri-business",Gender,Other environment and natural resources management
11906,P076467,South Asia,Republic of India,Closed,Bank Approved,Chhattisgarh District Rural Poverty Reduction Project,"To improve opportunities for the poor and vulnerable, especially women and tribals, to meet their own social and economic development objectives. To achieve this objetive, the project would: (i) create infrastructure and income opportunities for the rural poor; (ii) empower active groups of disadvantaged people; and (iii) support village governments in becoming more responsie and effective in assisting them.",,,http://projects.worldbank.org/P076467/chhattisgarh-district-rural-poverty-reduction-project?lang=en,2003-04-24T00:00:00Z,2010-03-31,Other,129350000,0,112560000,112560000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Sub-National Government,Social Protection,Rural services and infrastructure,Rural policies and institutions
12004,P075192,South Asia,Republic of India,Dropped,Begin Appraisal,Third Karnataka Structural Adjustment Loan,"Project Development Objective (Note: will be disclosed in the MOS) CONTINUED SUPPORT TO THE GOVERNMENT OF KARNATAKA'S REFORMS IN THE FOLLOWING AREAS: FISCAL REFORMS, ADMINISTRATIVE REFORMS, PRIVATE SECTOR DEVELOPMENT, POVERTY MONITORING AND STATISTICAL STRENGTHENING, AND OTHER SELECTED SECTORAL REFORMS CRITICAL FOR SERVICE DELIVERY, IN THE CONTEXT OF THE MEDIUM-TERM POLICY FRAMEWORK.  Stephen Howes is the co-task leader of this project. Board Schedule Comments The Bank appraised the Third Karnataka Economic Restructuring Loan/Credit (KERL3) in October 2003. However, the Government of India (GoI) subsequently refused to allow negotiations because it was not satisfied with Karnataka's fiscal performance. More recent data for 2003/04 has led to a change in GoI's position, and the Bank has been asked to revive KERL3 and proceed with the next steps. Following the stock-taking mission to Bangalore in mid-November 2004 to review Government of Karnataka's progress with the Karnataka Economic Restructuring Program, this program was appraised again during January 24-28, 2005.",,,http://projects.worldbank.org/P075192/third-karnataka-structural-adjustment-loan?lang=en,,,,200000000,135000000,65000000,200000000,,,Structural Adjustment Loan,U,,Sub-National Government,"Other Industry, Trade and Services",Roads and highways,Other accountability/anti-corruption,Other economic management
12005,P075191,South Asia,Republic of India,Closed,Bank Approved,Andhra Pradesh Economic Reform Program II,,,,http://projects.worldbank.org/P075191/andhra-pradesh-economic-reform-program-ii?lang=en,2004-02-10T00:00:00Z,2004-08-15,IDA,220000000,110000000,110000000,220000000,,,Structural Adjustment Loan,U,,Sub-National Government,Public Administration - Social Protection,Other Education,Tax policy and administration,"Public expenditure, financial management and procurement"
12008,P075174,South Asia,Republic of India,Closed,Bank Approved,Third Andhra Pradesh Economic Reform Loan/Credit,"The proposed operation is the third in a series of programmatic budget support operations to Andhra Pradesh. The main objective of the operation is to support the government#s ongoing reform program, which has expanded in both breadth and depth since the last operation, to: (a) improve the state#s investment climate; (b) strengthen revenue, public expenditure, and financial management; (c) usher in improved governance practices and raise the quality of service delivery in the health, education, and power sectors; and (d) better target antipoverty programs through more effective monitoring and evaluation.",,,http://projects.worldbank.org/P075174/third-andhra-pradesh-economic-reform-loancredit?lang=en,2007-01-11T00:00:00Z,2010-06-30,IDA,225000000,150000000,75000000,225000000,,,Development Policy Lending,,,Sub-National Government,"Other Industry, Trade and Services",Primary Education,Other accountability/anti-corruption,Education for all
12017,P075060,South Asia,Republic of India,Closed,Bank Approved,India: Reproductive & Child Health Second Phase,To expand the use of essential reproductive and child health services of adequate quality with reduction of geographical disparities.,,,http://projects.worldbank.org/P075060/reproductive-child-health-second-phase?lang=en,2006-08-22T00:00:00Z,2012-03-31,Other,2232000000,0,360000000,360000000,,,Specific Investment Loan,B,,Health,Sub-National Government,Central Government (Central Agencies),Population and reproductive health,Other social development
12018,P075058,South Asia,Republic of India,Closed,Bank Approved,India: Tamil Nadu Health Systems Project,"The PDO is to significantly improve the effectiveness of the health system in Tamil Nadu as measured by (i) increased access to andutilization of maternal and neo-natal care services, particularly by poor, disadvantaged and tribal groups; (ii) effective non-communicable disease interventions scaled-up throughout the state; (iii) improved health outcomes, access and quality of service delivery through strengthened oversight of the public sector health systems and greater engagement of the non-government sector; and (iv) increased effectiveness of public sector hospital services, primarily at district and sub-district levels.",Tamil Nadu Health Systems Project,,http://projects.worldbank.org/P075058/tamil-nadu-health-systems-project?lang=en,2004-12-16T00:00:00Z,2015-09-15,Other,131590000,0,110830000,110830000,,Government of India,Specific Investment Loan,B,,Health,Sub-National Government,Social Protection,Injuries and non-communicable diseases,Child health
12019,P075056,South Asia,Republic of India,Closed,Bank Approved,Food and Drugs Capacity Building Project,"To improve the quality and safety of foods and drugs in India by strengthening the regulatory framework, and incorporating the compo nents of consumer education and public private partnerships.",,,http://projects.worldbank.org/P075056/food-drugs-capacity-building-project?lang=en,2003-06-05T00:00:00Z,2008-06-30,Other,72920000,0,54030000,54030000,,,Specific Investment Loan,B,,Health,,,Child health,Health system performance
12169,P074018,South Asia,Republic of India,Closed,Bank Approved,Gujarat Emergency Earthquake Reconstruction Project,"The objective of the Project is to assist (a) the Borrower in eradicating poliom yelitis; and (b) Gujarat in carrying out the second phase of a program of rehabi litation and reconstruction in the areas affected by the Gujarat earthquake of January 26, 2001, including restoration of housing and public buildings, restora tion of basic infrastructure in the roads and irrigation sectors, and developmen t of an institutional framework to allow better disaster mitigation and risk man agement for future natural disasters.",,,http://projects.worldbank.org/P074018/gujarat-emergency-earthquake-reconstruction-project?lang=en,2002-05-02T00:00:00Z,2008-10-31,Other,503700000,0,442800000,442800000,,,Emergency Recovery Loan,B,,Rural and Inter-Urban Roads,,,Rural policies and institutions,Rural services and infrastructure
12203,P073776,South Asia,Republic of India,Closed,Bank Approved,Allahabad Bypass Project,"The development objectives of the project are:  (1) reduce transport constraints on national economic activity; and (2) improve institutional capabilities to manage road programs, assets, and services on a more commercial basis.",,,http://projects.worldbank.org/P073776/allahabad-bypass-project?lang=en,2003-10-14T00:00:00Z,2009-06-30,Other,320200000,240000000,0,240000000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,,,Injuries and non-communicable diseases,Other social development
12212,P073651,South Asia,Republic of India,Closed,Bank Approved,IN: Integrated Disease Surveillance Project,"To support the Government of India (GOI) to strengthen the integrated disease surveillance system for epidemic-prone diseases by (i) enhancing central level monitoring and coordination functions, and (ii) improving state/district surveillance and response capacity with emphasis on selected (nine) states. Additionally, the project will support GOI efforts to timely prepare for, detect and respond to influenza outbreaks in humans and animals.",,,http://projects.worldbank.org/P073651/integrated-disease-surveillance-project?lang=en,2004-07-08T00:00:00Z,2012-03-31,Other,88640000,0,68000000,68000000,,,Specific Investment Loan,B,,Health,Sub-National Government,ICT Services,Decentralization,Health system performance
12251,P073370,South Asia,Republic of India,Closed,Bank Approved,IN Madhya Pradesh Water Sector Restructuring Project,"The project development objective is to improve productivitv of water for sustainable growth and poverty reduction in selected focus river basins (Chambal, Sindh, Betwa, Ken and Tons) of Madhya Pradesh.",Madhya Pradesh Water Resources Department,,http://projects.worldbank.org/P073370/madhya-pradesh-water-sector-restructuring-project?lang=en,2004-09-07T00:00:00Z,2015-06-30,Other,443190000,394020000,0,394020000,,Department of Economic Affairs,Specific Investment Loan,A,,Irrigation and Drainage,Sub-National Government,"Agricultural Extension, Research, and Other Support Activities",Administrative and civil service reform,Rural services and infrastructure
12252,P073369,South Asia,Republic of India,Closed,Bank Approved,"Maharashtra Rural Water Supply and Sanitation ""Jalswarajya"" Project",The project's Development Objectives are to: (a) increase rural households' access to improved and sustainable drinking water and sanitation services; and (b)  institutionalize decentralization of Rural Water Supply and Sanitation (RWSS) service delivery to rural local governments and communities. The project will directly benefit about 2800 Village Panchayats in 26 districts covering about 7 million rural population.,,,http://projects.worldbank.org/P073369/maharashtra-rural-water-supply-sanitation-jalswarajya-project?lang=en,2003-08-26T00:00:00Z,2009-09-30,Other,268600000,0,181000000,181000000,,,Specific Investment Loan,B,,Sub-National Government,Water Supply,Sanitation,Decentralization,Rural services and infrastructure
12283,P073161,South Asia,Republic of India,Dropped,Concept Review,Gujarat Urban Reform Project,"The goal of the proposed project would be to contribute to poverty reduction in selected urban areas of the state of Gujarat.  The overall objective of the project is to improve the level, quality and sustainability of basic urban services in selected slum areas within eligible urban local bodies in the State of Gujarat, by means of both public and private sector participation.",,,http://projects.worldbank.org/P073161/gujarat-urban-reform-project?lang=en,,,,150000000,100000000,0,100000000,,,Specific Investment Loan,A,,Sub-National Government,Social Protection,Capital Markets,Urban services and housing for the poor,Municipal governance and institution building
12287,P073113,South Asia,Republic of India,Closed,Bank Approved,Andhra Pradesh Economic Reform Loan/Credit,,,,http://projects.worldbank.org/P073113/andhra-pradesh-economic-reform-loancredit?lang=en,2002-03-14T00:00:00Z,2002-09-30,IDA,250000000,125000000,125000000,250000000,,,Programmatic Structural Adjustment Loan,U,,Other Energy and Extractives,,,"Public expenditure, financial management and procurement",Tax policy and administration
12288,P073094,South Asia,Republic of India,Closed,Bank Approved,ANDHRA PRADESH COMMUNITY FOREST MANAGEMENT PROJECT,"The project development objective (PDO) is to reduce rural poverty through improved forest management with community participation.  The specific outputs leading to PDO are: 1.  Legal,institutional and policy framework strengthened. 2.  VSS prepared and capable to assume forest management tasks. 3.  Forest Resources within community forest management areas improved/ rehabilitated. 4.  Non-government organization (NGO) skill enhanced for working with Vana Samarakshana Commitees (VSS). 5.  Prioritised social and economic needs of VSS supported.",,,http://projects.worldbank.org/P073094/andhra-pradesh-community-forest-management-project?lang=en,2002-07-16T00:00:00Z,2010-03-31,Other,126910000,0,108000000,108000000,,,Specific Investment Loan,B,,Forestry,Social Protection,Central Government (Central Agencies),Improving labor markets,Biodiversity
12302,P072972,South Asia,Republic of India,Closed,Bank Approved,Gujarat District Primary Education Project,,,,http://projects.worldbank.org/P072972/gujarat-district-primary-education-project?lang=en,2001-09-03T00:00:00Z,2005-06-30,Grants,15750000,0,0,0,15750000,,Technical Assistance Loan,C,,Primary Education,,,Gender,Education for all
12320,P072539,South Asia,Republic of India,Closed,Bank Approved,India: Kerala State Transport Project,1. Improve traffic flow and road safety on the State primary road network. 2. Strengthen the institutional and financial capacity of key transport sector agencies.,,,http://projects.worldbank.org/P072539/kerala-state-transport-project?lang=en,2002-03-14T00:00:00Z,2010-12-31,Other,336000000,255000000,0,255000000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,,,Other urban development,Municipal governance and institution building
12341,P072123,South Asia,Republic of India,Closed,Bank Approved,Technical/Engineering Education Quality Improvement Project,To support production of high quality technical professionals through reforms in  the technical/engineering education system in order to raise productivity a nd competitiveness of the Indian economy,,,http://projects.worldbank.org/P072123/technicalengineering-education-quality-improvement-project?lang=en,2002-11-14T00:00:00Z,2009-03-31,Other,314000000,0,250000000,250000000,,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),Sub-National Government,Other social development,Education for the knowledge economy
12399,P071272,South Asia,Republic of India,Closed,Bank Approved,Andhra Pradesh Rural Poverty Reduction Project,"The project development objective is to enable the rural poor, particularly the poorest of the poor, in Andhra Pradesh improve their  livelihoods and quality of life. The proposed project builds upon the Andhra Pradesh District Poverty Initiative Project (APDPIP) ( Cr. 3332) and includes: (i) expansion of the geographical coverage to the entire state; (ii) sharper focus on the poorer and more vu lnerable members (e.g., persons with disability) of rural communities; (iii) emphasis on livelihood issues of the poor with a focus on sustainable rainfed farming systems and non-farm employment opportunities; (iv) pilots on community-based land purchase, and soci al risk management instruments to reduce risks face by the poor; and (v) inclusion of other stakeholders, especially local governmen ts and the private sector in preparation implementation.",,,http://projects.worldbank.org/P071272/andhra-pradesh-rural-poverty-reduction-project?lang=en,2003-02-20T00:00:00Z,2011-09-30,Other,276090000,0,150030000,150030000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Other Education,Social Protection,Rural policies and institutions,Education for all
12403,P071250,South Asia,Republic of India,Closed,Bank Approved,Andhra Pradesh and Telangana Municipal Development Project,"Help improve urban services in AP, and 
 the capacity of ULBs of AP to sustain and expand urban services","Municipal Administration and Urban Development Department, Government of Telangana, Municipal Administration and Urban Development Department, Government of Andhra Pradesh",,http://projects.worldbank.org/P071250/andhra-pradesh-municipal-development-project?lang=en,2009-12-10T00:00:00Z,2018-12-31,Other,350000000,300000000,0,300000000,,"Ministry of Finance, Department of Economic Affairs",Investment Project Financing,A,,Sub-National Government,"Other Water Supply, Sanitation and Waste Management",Urban Transport,Municipal governance and institution building,Urban services and housing for the poor
12405,P071244,South Asia,Republic of India,Closed,Bank Approved,Grand Trunk Road Improvement Project,"1. To reduce transport constraints on national economic activity. 2. To improve institutional capabilities to manage road programs, assets , and services on a more commercial basis.",,,http://projects.worldbank.org/P071244/grand-trunk-road-improvement-project?lang=en,2001-06-21T00:00:00Z,2008-06-30,Other,756000000,589000000,0,589000000,,,Specific Investment Loan,A,,Roads and highways,Central Government (Central Agencies),ICT Services,Pollution management and environmental health,Technology diffusion
12413,P071160,South Asia,Republic of India,Closed,Bank Approved,Karnataka Health System Development and Reform Project,"To improve health service delivery, public-private collaboration, and financing, particularly for the benefit of underserved andvulnerable groups in Karnataka.",Department of Health and Family Welfare,,http://projects.worldbank.org/P071160/karnataka-health-systems?lang=en,2006-08-22T00:00:00Z,2017-03-31,Other,206480000,0,141830000,141830000,,Government of Karnataka,Specific Investment Loan,B,,Sub-National Government,Insurance and Pension,Health,Child health,Health system performance
